Games name,Platforms,Reviewers,,Positive percent,Comment,Released,Price,Discount,Discounted price,Type,URL,All_tags
Raft,Win,241368,241368,93,Very Positive,"20 Jun, 2022","19,99€",0,"19,99€",Survival,https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_240_150_1,"Survival, Open World Survival Craft, Multiplayer"
The Texas Chain Saw Massacre,Win,10506,10506,79,Mostly Positive,"18 Aug, 2023","38,99€",0,"38,99€",Horror,https://store.steampowered.com/app/1433140/The_Texas_Chain_Saw_Massacre/?snr=1_7_7_240_150_1,"Horror, Multiplayer, Gore"
Geometry Dash,"Win, Mac",242288,242303,93,Very Positive,"22 Dec, 2014","3,99€",0,"3,99€",Difficult,https://store.steampowered.com/app/322170/Geometry_Dash/?snr=1_7_7_240_150_1,"Difficult, Music, Great Soundtrack"
MARVEL SNAP,Win,18143,18143,82,Very Positive,"22 Aug, 2023",0,None,0,Card Battler,https://store.steampowered.com/app/1997040/MARVEL_SNAP/?snr=1_7_7_240_150_1,"Card Battler, Strategy, Free to Play"
theHunter: Call of the Wild™,Win,116389,116389,88,Very Positive,"16 Feb, 2017","19,99€",0,"19,99€",Hunting,https://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild/?snr=1_7_7_240_150_1,"Hunting, Open World, Multiplayer"
Cities: Skylines II,Win,,0,0,None,"24 Oct, 2023","49,99€",0,"49,99€",Simulation,https://store.steampowered.com/app/949230/Cities_Skylines_II/?snr=1_7_7_240_150_1,"Simulation, City Builder, Building"
Baldur's Gate 3 - Digital Deluxe Edition DLC,"Win, Mac",3019,3019,96,Overwhelmingly Positive,"3 Aug, 2023","9,75€",0,"9,75€",Adventure,https://store.steampowered.com/app/2378500/Baldurs_Gate_3__Digital_Deluxe_Edition_DLC/?snr=1_7_7_240_150_1,"Adventure, RPG, Strategy"
Jagged Alliance 3,Win,5430,5430,88,Very Positive,"14 Jul, 2023","44,99€",0,"44,99€",Strategy,https://store.steampowered.com/app/1084160/Jagged_Alliance_3/?snr=1_7_7_240_150_1,"Strategy, Tactical, Turn-Based Tactics"
Guild Wars 2,Win,11530,11530,88,Very Positive,"23 Aug, 2022",0,None,0,MMORPG,https://store.steampowered.com/app/1284210/Guild_Wars_2/?snr=1_7_7_240_150_1,"MMORPG, Adventure, RPG"
Crusader Kings III,"Win, Mac, Linux",62720,62720,92,Very Positive,"1 Sep, 2020","49,99€",0,"49,99€",Strategy,https://store.steampowered.com/app/1158310/Crusader_Kings_III/?snr=1_7_7_240_150_1,"Strategy, Simulation, RPG"
World of Tanks Blitz,"Win, Mac",131643,131643,80,Very Positive,"9 Nov, 2016",0,None,0,Tanks,https://store.steampowered.com/app/444200/World_of_Tanks_Blitz/?snr=1_7_7_240_150_1,"Tanks, Free to Play, Shooter"
RimWorld,"Win, Mac, Linux",141162,141162,98,Overwhelmingly Positive,"17 Oct, 2018","31,99€",0,"31,99€",Colony Sim,https://store.steampowered.com/app/294100/RimWorld/?snr=1_7_7_240_150_1,"Colony Sim, Base Building, Survival"
Hell Let Loose,Win,69200,69200,84,Very Positive,"27 Jul, 2021","44,99€",0,"44,99€",Shooter,https://store.steampowered.com/app/686810/Hell_Let_Loose/?snr=1_7_7_240_150_1,"Shooter, World War II, FPS"
Total War: WARHAMMER,"Win, Mac, Linux",30557,30557,79,Mostly Positive,"24 May, 2016","59,99€",None,0,Strategy,https://store.steampowered.com/app/364360/Total_War_WARHAMMER/?snr=1_7_7_240_150_1,"Strategy, Fantasy, RTS"
Bloons TD 6,"Win, Mac",241360,241360,97,Overwhelmingly Positive,"17 Dec, 2018","13,79€",0,"13,79€",Tower Defense,https://store.steampowered.com/app/960090/Bloons_TD_6/?snr=1_7_7_240_150_1,"Tower Defense, Strategy, Multiplayer"
Stellaris,"Win, Mac, Linux",108183,108183,88,Very Positive,"9 May, 2016","39,99€",0,"39,99€",Space,https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_240_150_1,"Space, Grand Strategy, Strategy"
FOR HONOR™,Win,82668,0,0,None,"13 Feb, 2017","14,99€",None,0,Medieval,https://store.steampowered.com/app/304390/FOR_HONOR/?snr=1_7_7_240_150_1,"Medieval, Swordplay, Action"
Total War: THREE KINGDOMS,"Win, Mac, Linux",54691,54691,82,Very Positive,"23 May, 2019","59,99€",None,0,策略,https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_240_150_1,"策略, 历史, 战争"
Factorio,"Win, Mac, Linux",134880,134880,96,Overwhelmingly Positive,"14 Aug, 2020","32,00€",0,"32,00€",Automation,https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_240_150_1,"Automation, Base Building, Resource Management"
Age of Empires IV: Anniversary Edition,Win,41883,41883,86,Very Positive,"28 Oct, 2021","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/1466860/Age_of_Empires_IV_Anniversary_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, War"
Two Point Campus,"Win, Mac, Linux",2483,2483,88,Very Positive,"9 Aug, 2022","29,99€",None,0,Simulation,https://store.steampowered.com/app/1649080/Two_Point_Campus/?snr=1_7_7_240_150_1,"Simulation, Management, Strategy"
Total War: WARHAMMER III - Forge of the Chaos Dwarfs,"Win, Mac, Linux",2962,0,0,None,"13 Apr, 2023","24,99€",None,0,Strategy,https://store.steampowered.com/app/2059190/Total_War_WARHAMMER_III__Forge_of_the_Chaos_Dwarfs/?snr=1_7_7_240_150_1,"Strategy, Action, Violent"
Sid Meier’s Civilization® VI,"Win, Mac, Linux",202426,202426,85,Very Positive,"20 Oct, 2016","59,99€",0,"59,99€",Strategy,https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/?snr=1_7_7_240_150_1,"Strategy, Turn-Based Strategy, Multiplayer"
PAYDAY 2,"Win, Linux",417031,417031,89,Very Positive,"13 Aug, 2013","9,99€",0,"9,99€",Co-op,https://store.steampowered.com/app/218620/PAYDAY_2/?snr=1_7_7_240_150_1,"Co-op, Action, FPS"
Squad,Win,105984,105984,88,Very Positive,"23 Sep, 2020","44,99€",0,"44,99€",Military,https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_240_150_1,"Military, Realistic, FPS"
HUMANKIND™,"Win, Mac",18447,0,0,None,"17 Aug, 2021","49,99€",0,"49,99€",Strategy,https://store.steampowered.com/app/1124300/HUMANKIND/?snr=1_7_7_240_150_1,"Strategy, Turn-Based Strategy, City Builder"
Europa Universalis IV,"Win, Mac, Linux",81407,81407,86,Very Positive,"13 Aug, 2013","39,99€",0,"39,99€",Grand Strategy,https://store.steampowered.com/app/236850/Europa_Universalis_IV/?snr=1_7_7_240_150_1,"Grand Strategy, Historical, Simulation"
Total War: WARHAMMER III - Shadows of Change,"Win, Mac, Linux",1987,0,0,None,"31 Aug, 2023","24,99€",0,"24,99€",Strategy,https://store.steampowered.com/app/2325830/Total_War_WARHAMMER_III__Shadows_of_Change/?snr=1_7_7_240_150_1,"Strategy, Action, Early Access"
Total War: ROME II - Emperor Edition,Win,44545,44545,85,Very Positive,"2 Sep, 2013","59,99€",None,0,Strategy,https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/?snr=1_7_7_240_150_1,"Strategy, Historical, Turn-Based Strategy"
Space Engineers,Win,77957,77957,89,Very Positive,"28 Feb, 2019","16,99€",0,"16,99€",Space,https://store.steampowered.com/app/244850/Space_Engineers/?snr=1_7_7_240_150_1,"Space, Sandbox, Building"
Madden NFL 24,Win,1631,0,0,None,"17 Aug, 2023","69,99€",0,"69,99€",Simulation,https://store.steampowered.com/app/2140330/Madden_NFL_24/?snr=1_7_7_240_150_1,"Simulation, Sports, Strategy"
Magic: The Gathering Arena,Win,4240,0,0,None,"23 May, 2023",0,None,0,Strategy,https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena/?snr=1_7_7_240_150_1,"Strategy, Card Game, Trading Card Game"
Aliens: Dark Descent,Win,6600,6600,88,Very Positive,"19 Jun, 2023","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/1150440/Aliens_Dark_Descent/?snr=1_7_7_240_150_1,"Strategy, Action, Tactical"
Slay the Spire,"Win, Mac, Linux",118315,118315,97,Overwhelmingly Positive,"23 Jan, 2019","20,99€",None,0,Roguelike Deckbuilder,https://store.steampowered.com/app/646570/Slay_the_Spire/?snr=1_7_7_240_150_1,"Roguelike Deckbuilder, Card Game, Card Battler"
Expansion - Hearts of Iron IV: Arms Against Tyranny,"Win, Mac, Linux",,0,0,None,"10 Oct, 2023","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/2183930/Expansion__Hearts_of_Iron_IV_Arms_Against_Tyranny/?snr=1_7_7_240_150_1,"Strategy, Simulation, Hentai"
SMITE®,Win,111846,111846,79,Mostly Positive,"8 Sep, 2015",0,None,0,Free to Play,https://store.steampowered.com/app/386360/SMITE/?snr=1_7_7_240_150_1,"Free to Play, MOBA, Multiplayer"
Golf With Your Friends,"Win, Mac, Linux",39358,39358,89,Very Positive,"19 May, 2020","14,99€",0,"14,99€",Multiplayer,https://store.steampowered.com/app/431240/Golf_With_Your_Friends/?snr=1_7_7_240_150_1,"Multiplayer, Casual, Mini Golf"
GROUND BRANCH,Win,13646,13646,91,Very Positive,"14 Aug, 2018","24,99€",0,"24,99€",Tactical,https://store.steampowered.com/app/16900/GROUND_BRANCH/?snr=1_7_7_240_150_1,"Tactical, Realistic, Military"
MONOPOLY Poker,Win,4624,4624,70,Mostly Positive,"3 Jun, 2021",0,None,0,Casual,https://store.steampowered.com/app/1474700/MONOPOLY_Poker/?snr=1_7_7_240_150_1,"Casual, Multiplayer, Free to Play"
RimWorld - Biotech,"Win, Mac, Linux",2245,2245,93,Very Positive,"21 Oct, 2022","23,49€",0,"23,49€",Indie,https://store.steampowered.com/app/1826140/RimWorld__Biotech/?snr=1_7_7_240_150_1,"Indie, Strategy, Simulation"
Age of Empires II: Definitive Edition,Win,115287,115287,94,Very Positive,"14 Nov, 2019","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, City Builder"
Heretic's Fork,Win,654,654,79,Mostly Positive,"13 Sep, 2023","9,75€",0,"9,75€",Deckbuilding,https://store.steampowered.com/app/2181610/Heretics_Fork/?snr=1_7_7_240_150_1,"Deckbuilding, Arcade, Action"
Total War: ATTILA,"Win, Linux",22259,22259,81,Very Positive,"17 Feb, 2015","44,99€",None,0,Strategy,https://store.steampowered.com/app/325610/Total_War_ATTILA/?snr=1_7_7_240_150_1,"Strategy, Historical, War"
Cult of the Lamb,"Win, Mac",51343,51343,94,Very Positive,"11 Aug, 2022","22,99€",0,"22,99€",Base Building,https://store.steampowered.com/app/1313140/Cult_of_the_Lamb/?snr=1_7_7_240_150_1,"Base Building, Cute, Character Customization"
Totally Accurate Battle Simulator,"Win, Mac",104899,104899,98,Overwhelmingly Positive,"1 Apr, 2021","16,79€",None,0,Sandbox,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/?snr=1_7_7_240_150_1,"Sandbox, Simulation, Funny"
Gloomhaven,"Win, Mac",11189,11189,86,Very Positive,"20 Oct, 2021","34,99€",None,0,Dark Fantasy,https://store.steampowered.com/app/780290/Gloomhaven/?snr=1_7_7_240_150_1,"Dark Fantasy, Turn-Based Combat, Card Game"
Planet Coaster,"Win, Mac",49796,49796,91,Very Positive,"17 Nov, 2016","37,99€",None,0,Simulation,https://store.steampowered.com/app/493340/Planet_Coaster/?snr=1_7_7_240_150_1,"Simulation, Building, Management"
Football Manager 2023,"Win, Mac",11772,11772,88,Very Positive,"7 Nov, 2022","59,99€",0,"59,99€",Simulation,https://store.steampowered.com/app/1904540/Football_Manager_2023/?snr=1_7_7_240_150_1,"Simulation, Sports, Football (Soccer)"
Persona 4 Golden,Win,55854,55854,97,Overwhelmingly Positive,"13 Jun, 2020","19,99€",None,0,JRPG,https://store.steampowered.com/app/1113000/Persona_4_Golden/?snr=1_7_7_240_150_1,"JRPG, Great Soundtrack, Story Rich"
Crusader Kings III: Tours & Tournaments,"Win, Mac, Linux",1159,1159,79,Mostly Positive,"11 May, 2023","29,99€",0,"29,99€",Strategy,https://store.steampowered.com/app/2311920/Crusader_Kings_III_Tours__Tournaments/?snr=1_7_7_240_150_1,"Strategy, RPG, Simulation"
Desperados III,"Win, Mac, Linux",8346,8346,96,Overwhelmingly Positive,"16 Jun, 2020","39,99€",None,0,Strategy,https://store.steampowered.com/app/610370/Desperados_III/?snr=1_7_7_240_150_1,"Strategy, Real Time Tactics, Stealth"
Far Cry® Primal,Win,25552,25552,85,Very Positive,"29 Feb, 2016","49,99€",None,0,Open World,https://store.steampowered.com/app/371660/Far_Cry_Primal/?snr=1_7_7_240_150_1,"Open World, Survival, Action"
Planet Zoo: Oceania Pack,Win,30,30,80,Positive,"19 Sep, 2023","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/2502240/Planet_Zoo_Oceania_Pack/?snr=1_7_7_240_150_1,"Strategy, Casual, Simulation"
Shadow Gambit: The Cursed Crew,Win,1786,1786,95,Overwhelmingly Positive,"17 Aug, 2023","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/1545560/Shadow_Gambit_The_Cursed_Crew/?snr=1_7_7_240_150_1,"Strategy, RPG, Tactical RPG"
Frostpunk,"Win, Mac",78195,78195,92,Very Positive,"24 Apr, 2018","29,99€",0,"29,99€",City Builder,https://store.steampowered.com/app/323190/Frostpunk/?snr=1_7_7_240_150_1,"City Builder, Survival, Resource Management"
Company of Heroes 3,Win,11503,0,0,None,"23 Feb, 2023","59,99€",None,0,Strategy,https://store.steampowered.com/app/1677280/Company_of_Heroes_3/?snr=1_7_7_240_150_1,"Strategy, Wargame, Action RTS"
OCTOPATH TRAVELER II,Win,6037,6037,95,Overwhelmingly Positive,"24 Feb, 2023","59,99€",None,0,RPG,https://store.steampowered.com/app/1971650/OCTOPATH_TRAVELER_II/?snr=1_7_7_240_150_1,"RPG, Turn-Based, JRPG"
Arma 3 Creator DLC: Spearhead 1944,Win,588,0,0,None,"25 Jul, 2023","17,99€",None,0,Action,https://store.steampowered.com/app/1175380/Arma_3_Creator_DLC_Spearhead_1944/?snr=1_7_7_240_150_1,"Action, Simulation, Strategy"
War Robots,Win,18953,0,0,None,"4 Apr, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/767560/War_Robots/?snr=1_7_7_240_150_1,"Free to Play, Robots, Action"
Call of Duty®: Modern Warfare® 2 (2009),"Win, Mac",29320,29320,93,Very Positive,"11 Nov, 2009","19,99€",None,0,Action,https://store.steampowered.com/app/10180/Call_of_Duty_Modern_Warfare_2_2009/?snr=1_7_7_240_150_1,"Action, FPS, Multiplayer"
Desynced,Win,652,652,85,Very Positive,"15 Aug, 2023","28,99€",0,"28,99€",Strategy,https://store.steampowered.com/app/1450900/Desynced/?snr=1_7_7_240_150_1,"Strategy, Automation, Base Building"
Dragon Age™ Inquisition,Win,12041,12041,75,Mostly Positive,"4 Jun, 2020","39,99€",None,0,RPG,https://store.steampowered.com/app/1222690/Dragon_Age_Inquisition/?snr=1_7_7_240_150_1,"RPG, Open World, Character Customization"
Techtonica,Win,846,846,83,Very Positive,"18 Jul, 2023","28,99€",0,"28,99€",Simulation,https://store.steampowered.com/app/1457320/Techtonica/?snr=1_7_7_240_150_1,"Simulation, Automation, Building"
Football Manager 2024,"Win, Mac",,0,0,None,"6 Nov, 2023","59,99€",None,0,Simulation,https://store.steampowered.com/app/2252570/Football_Manager_2024/?snr=1_7_7_240_150_1,"Simulation, Sports, Strategy"
Arma 3 Apex,"Win, Mac",2319,2319,82,Very Positive,"11 Jul, 2016","19,99€",None,0,Simulation,https://store.steampowered.com/app/395180/Arma_3_Apex/?snr=1_7_7_240_150_1,"Simulation, Action, Military"
Farthest Frontier,Win,13615,13616,85,Very Positive,"9 Aug, 2022","28,99€",0,"28,99€",Early Access,https://store.steampowered.com/app/1044720/Farthest_Frontier/?snr=1_7_7_240_150_1,"Early Access, City Builder, Survival"
Victoria 3,"Win, Mac, Linux",23212,0,0,None,"25 Oct, 2022","49,99€",0,"49,99€",Grand Strategy,https://store.steampowered.com/app/529340/Victoria_3/?snr=1_7_7_240_150_1,"Grand Strategy, Economy, Strategy"
Steel Division 2,Win,6366,6366,79,Mostly Positive,"20 Jun, 2019","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/919640/Steel_Division_2/?snr=1_7_7_240_150_1,"Strategy, RTS, World War II"
Age of Wonders 4,Win,7828,7828,80,Very Positive,"2 May, 2023","49,99€",0,"49,99€",Strategy,https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_240_150_1,"Strategy, 4X, Fantasy"
Xenonauts 2,Win,1083,1083,76,Mostly Positive,"18 Jul, 2023","39,99€",0,"39,99€",RPG,https://store.steampowered.com/app/538030/Xenonauts_2/?snr=1_7_7_240_150_1,"RPG, Strategy, Choices Matter"
Star Trek Online,Win,18288,18288,78,Mostly Positive,"31 Jan, 2012",0,None,0,Free to Play,https://store.steampowered.com/app/9900/Star_Trek_Online/?snr=1_7_7_240_150_1,"Free to Play, Sci-fi, Massively Multiplayer"
UNO,Win,35594,35594,73,Mostly Positive,"3 Jan, 2017","9,99€",None,0,Card Game,https://store.steampowered.com/app/470220/UNO/?snr=1_7_7_240_150_1,"Card Game, Multiplayer, Tabletop"
Elite Dangerous,Win,68763,68763,76,Mostly Positive,"2 Apr, 2015","24,99€",None,0,Space Sim,https://store.steampowered.com/app/359320/Elite_Dangerous/?snr=1_7_7_240_150_1,"Space Sim, Space, Open World"
Timberborn,"Win, Mac",18777,18777,95,Overwhelmingly Positive,"15 Sep, 2021","24,50€",0,"24,50€",Early Access,https://store.steampowered.com/app/1062090/Timberborn/?snr=1_7_7_240_150_1,"Early Access, City Builder, Colony Sim"
Tabletop Simulator,"Win, Mac, Linux",36300,36300,96,Overwhelmingly Positive,"5 Jun, 2015","19,99€",0,"19,99€",Tabletop,https://store.steampowered.com/app/286160/Tabletop_Simulator/?snr=1_7_7_240_150_1,"Tabletop, Board Game, Simulation"
Total War: WARHAMMER III - Champions of Chaos,"Win, Mac, Linux",823,0,0,None,"23 Aug, 2022","15,99€",None,0,Strategy,https://store.steampowered.com/app/1824060/Total_War_WARHAMMER_III__Champions_of_Chaos/?snr=1_7_7_240_150_1,"Strategy, Action, Violent"
We Who Are About To Die,Win,4445,4445,89,Very Positive,"14 Nov, 2022","21,99€",0,"21,99€",Character Customization,https://store.steampowered.com/app/973230/We_Who_Are_About_To_Die/?snr=1_7_7_240_150_1,"Character Customization, Action Roguelike, Strategy"
Yu-Gi-Oh! Duel Links,Win,40555,40555,83,Very Positive,"16 Nov, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/601510/YuGiOh_Duel_Links/?snr=1_7_7_240_150_1,"Free to Play, Card Game, Anime"
Wandering Sword,Win,3798,3798,87,Very Positive,"14 Sep, 2023","24,50€",None,0,RPG,https://store.steampowered.com/app/1876890/Wandering_Sword/?snr=1_7_7_240_150_1,"RPG, Martial Arts, Pixel Graphics"
Thronefall,"Win, Mac",5258,5258,97,Overwhelmingly Positive,"2 Aug, 2023","6,89€",0,"6,89€",Strategy,https://store.steampowered.com/app/2239150/Thronefall/?snr=1_7_7_240_150_1,"Strategy, Tower Defense, City Builder"
Car Mechanic Simulator 2021,Win,20166,20166,96,Overwhelmingly Positive,"11 Aug, 2021","24,50€",0,"24,50€",Simulation,https://store.steampowered.com/app/1190000/Car_Mechanic_Simulator_2021/?snr=1_7_7_240_150_1,"Simulation, Automobile Sim, Sandbox"
Yu-Gi-Oh! Master Duel,Win,64556,64556,76,Mostly Positive,"18 Jan, 2022",0,None,0,Card Game,https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel/?snr=1_7_7_240_150_1,"Card Game, Free to Play, Strategy"
The Escapists 2,"Win, Mac, Linux",21861,21861,90,Very Positive,"21 Aug, 2017","19,99€",None,0,Multiplayer,https://store.steampowered.com/app/641990/The_Escapists_2/?snr=1_7_7_240_150_1,"Multiplayer, Strategy, Pixel Graphics"
Albion Online,"Win, Mac, Linux",63989,63989,79,Mostly Positive,"16 May, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_240_150_1,"Free to Play, MMORPG, Open World"
Don't Starve Together,"Win, Mac, Linux",282084,282084,95,Overwhelmingly Positive,"21 Apr, 2016","14,99€",0,"14,99€",Survival,https://store.steampowered.com/app/322330/Dont_Starve_Together/?snr=1_7_7_240_150_1,"Survival, Open World Survival Craft, Multiplayer"
Divinity: Original Sin 2 - Definitive Edition,"Win, Mac",147307,147307,95,Overwhelmingly Positive,"14 Sep, 2017","44,99€",0,"44,99€",Tactical RPG,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/?snr=1_7_7_240_150_1,"Tactical RPG, RPG, Turn-Based Strategy"
Age of Empires III: Definitive Edition,Win,36589,36589,82,Very Positive,"15 Oct, 2020",0,None,0,Strategy,https://store.steampowered.com/app/933110/Age_of_Empires_III_Definitive_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, Base Building"
Old World,"Win, Mac, Linux",2237,2237,81,Very Positive,"18 May, 2022","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/597180/Old_World/?snr=1_7_7_240_150_2,"Strategy, Simulation, Grand Strategy"
Arma 3 Creator DLC: S.O.G. Prairie Fire,"Win, Mac",1851,1851,82,Very Positive,"6 May, 2021","22,99€",None,0,Simulation,https://store.steampowered.com/app/1227700/Arma_3_Creator_DLC_SOG_Prairie_Fire/?snr=1_7_7_240_150_2,"Simulation, Action, Strategy"
Pathfinder: Wrath of the Righteous - Enhanced Edition,"Win, Mac",23008,23008,82,Very Positive,"2 Sep, 2021","59,98€",70,"17,99€",Choices Matter,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_240_150_2,"Choices Matter, Singleplayer, Isometric"
Kingdoms Reborn,Win,6350,6350,90,Very Positive,"15 Nov, 2020","18,99€",0,"18,99€",City Builder,https://store.steampowered.com/app/1307890/Kingdoms_Reborn/?snr=1_7_7_240_150_2,"City Builder, Base Building, Colony Sim"
Cookie Clicker,Win,47669,47669,97,Overwhelmingly Positive,"1 Sep, 2021","3,99€",0,"3,99€",Clicker,https://store.steampowered.com/app/1454400/Cookie_Clicker/?snr=1_7_7_240_150_2,"Clicker, Idler, Casual"
Firestone: Online Idle RPG,"Win, Mac, Linux",4989,4989,79,Mostly Positive,"26 Sep, 2019",0,None,0,Idler,https://store.steampowered.com/app/1013320/Firestone_Online_Idle_RPG/?snr=1_7_7_240_150_2,"Idler, Free to Play, RPG"
F1® Manager 2023,Win,754,754,71,Mostly Positive,"31 Jul, 2023","54,99€",0,"54,99€",Simulation,https://store.steampowered.com/app/2287220/F1_Manager_2023/?snr=1_7_7_240_150_2,"Simulation, Strategy, Sports"
The Long Dark,"Win, Mac, Linux",86639,86639,91,Very Positive,"1 Aug, 2017","19,50€",0,"19,50€",Survival,https://store.steampowered.com/app/305620/The_Long_Dark/?snr=1_7_7_240_150_2,"Survival, Open World Survival Craft, Open World"
Stellaris: Galactic Paragons,"Win, Mac, Linux",761,0,0,None,"9 May, 2023","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/2380030/Stellaris_Galactic_Paragons/?snr=1_7_7_240_150_2,"Strategy, Simulation, Grand Strategy"
Coromon,"Win, Mac",3617,3617,87,Very Positive,"31 Mar, 2022","19,99€",None,0,Creature Collector,https://store.steampowered.com/app/1218210/Coromon/?snr=1_7_7_240_150_2,"Creature Collector, Turn-Based, Pixel Graphics"
Northgard,"Win, Mac, Linux",43587,43587,88,Very Positive,"7 Mar, 2018","27,99€",0,"27,99€",Strategy,https://store.steampowered.com/app/466560/Northgard/?snr=1_7_7_240_150_2,"Strategy, City Builder, Simulation"
DCS World Steam Edition,Win,29335,29335,86,Very Positive,"2 Aug, 2013",0,None,0,Simulation,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/?snr=1_7_7_240_150_2,"Simulation, Flight, Free to Play"
Total War: ROME REMASTERED,"Win, Mac, Linux",8827,8827,74,Mostly Positive,"29 Apr, 2021","29,99€",None,0,Strategy,https://store.steampowered.com/app/885970/Total_War_ROME_REMASTERED/?snr=1_7_7_240_150_2,"Strategy, Grand Strategy, Action"
Eternal Return,Win,50094,50094,78,Mostly Positive,"19 Jul, 2023",0,None,0,Free to Play,https://store.steampowered.com/app/1049590/Eternal_Return/?snr=1_7_7_240_150_2,"Free to Play, Anime, Multiplayer"
Paladins®,"Win, Mac",339765,339765,85,Very Positive,"8 May, 2018",0,None,0,Hero Shooter,https://store.steampowered.com/app/444090/Paladins/?snr=1_7_7_240_150_2,"Hero Shooter, Free to Play, Multiplayer"
The Isle,Win,64008,64008,83,Very Positive,"1 Dec, 2015","19,99€",0,"19,99€",Dinosaurs,https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_240_150_2,"Dinosaurs, Survival, Open World"
Company of Heroes 2,"Win, Mac, Linux",61875,61875,80,Very Positive,"25 Jun, 2013","19,99€",None,0,Strategy,https://store.steampowered.com/app/231430/Company_of_Heroes_2/?snr=1_7_7_240_150_2,"Strategy, World War II, RTS"
Anno 1800,Win,10106,10106,81,Very Positive,"15 Apr, 2019","59,99€",0,"59,99€",City Builder,https://store.steampowered.com/app/916440/Anno_1800/?snr=1_7_7_240_150_2,"City Builder, Strategy, Simulation"
Arma 3 Contact,"Win, Mac",1570,0,0,None,"25 Jul, 2019","24,99€",None,0,Simulation,https://store.steampowered.com/app/1021790/Arma_3_Contact/?snr=1_7_7_240_150_2,"Simulation, Strategy, Action"
PlateUp!,Win,10300,10300,95,Overwhelmingly Positive,"4 Aug, 2022","19,50€",0,"19,50€",Co-op,https://store.steampowered.com/app/1599600/PlateUp/?snr=1_7_7_240_150_2,"Co-op, Management, Cooking"
Foundation,Win,12845,12845,86,Very Positive,"1 Feb, 2019","29,99€",None,0,City Builder,https://store.steampowered.com/app/690830/Foundation/?snr=1_7_7_240_150_2,"City Builder, Strategy, Simulation"
Dragon Age: Origins - Ultimate Edition,Win,19410,19410,89,Very Positive,"26 Oct, 2010","29,99€",None,0,RPG,https://store.steampowered.com/app/47810/Dragon_Age_Origins__Ultimate_Edition/?snr=1_7_7_240_150_2,"RPG, Fantasy, Story Rich"
Total War: WARHAMMER II - Rise of the Tomb Kings,"Win, Mac, Linux",1844,1844,84,Very Positive,"23 Jan, 2018","18,99€",None,0,Strategy,https://store.steampowered.com/app/617870/Total_War_WARHAMMER_II__Rise_of_the_Tomb_Kings/?snr=1_7_7_240_150_2,"Strategy, Action, RTS"
Satisfactory,Win,120386,120386,97,Overwhelmingly Positive,"8 Jun, 2020","29,99€",0,"29,99€",Base Building,https://store.steampowered.com/app/526870/Satisfactory/?snr=1_7_7_240_150_2,"Base Building, Automation, Open World"
Across the Obelisk,"Win, Mac, Linux",7418,7418,90,Very Positive,"16 Aug, 2022","19,99€",0,"19,99€",Co-op,https://store.steampowered.com/app/1385380/Across_the_Obelisk/?snr=1_7_7_240_150_2,"Co-op, Roguelike Deckbuilder, Card Game"
Dwarf Fortress,"Win, Linux",19760,19760,95,Overwhelmingly Positive,"6 Dec, 2022","28,99€",0,"28,99€",Colony Sim,https://store.steampowered.com/app/975370/Dwarf_Fortress/?snr=1_7_7_240_150_2,"Colony Sim, Indie, Pixel Graphics"
The Sims™ 3,Win,26847,26847,86,Very Positive,"27 Jan, 2011","19,99€",0,"19,99€",Life Sim,https://store.steampowered.com/app/47890/The_Sims_3/?snr=1_7_7_240_150_2,"Life Sim, Simulation, Character Customization"
