,Games name,Platforms,Multiplatform,Reviewers,Unnamed: 3,Positive percent,Comment,Released,Day_since_release,Price,Discount,On_sale,Discounted price,Type,URL,All_tags
983,Stronghold HD,Win,0,7271.0,7271,95,Overwhelmingly Positive,"21 Oct, 2013",3629,"3,99€",0.0,0,"3,99€",Real Time Tactics,https://store.steampowered.com/app/40950/Stronghold_HD/?snr=1_7_7_240_150_11,"Real Time Tactics, City Builder, Colony Sim"
984,Pixel Starships,"Win, Mac",1,2020.0,2020,72,Mostly Positive,"23 May, 2023",128,0,100.0,1,0,Sci-fi,https://store.steampowered.com/app/378760/Pixel_Starships/?snr=1_7_7_240_150_11,"Sci-fi, Pixel Graphics, Space"
985,Command & Conquer: Red Alert 3 - Uprising,Win,0,3255.0,3255,86,Very Positive,"6 Oct, 2009",5105,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/24800/Command__Conquer_Red_Alert_3__Uprising/?snr=1_7_7_240_150_11,"Strategy, RTS, Base Building"
986,Carcassonne - The River,Win,0,16.0,16,81,Positive,"29 Nov, 2017",2129,"2,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/648730/Carcassonne__The_River/?snr=1_7_7_240_150_11,"Strategy, Casual"
987,Total War: ROME II - Desert Kingdoms Culture Pack,Win,0,242.0,242,73,Mostly Positive,"8 Mar, 2018",2030,"8,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/792520/Total_War_ROME_II__Desert_Kingdoms_Culture_Pack/?snr=1_7_7_240_150_11,"Strategy, Simulation"
988,House Flipper - HGTV DLC,"Win, Mac",1,382.0,382,81,Very Positive,"14 May, 2020",1232,"9,75€",0.0,0,"9,75€",Simulation,https://store.steampowered.com/app/1126050/House_Flipper__HGTV_DLC/?snr=1_7_7_240_150_11,"Simulation, Casual, Indie"
989,Endzone - A World Apart: Prosperity,Win,0,62.0,62,80,Very Positive,"21 Oct, 2021",707,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1632320/Endzone__A_World_Apart_Prosperity/?snr=1_7_7_240_150_11,"Strategy, Indie, Simulation"
990,RollerCoaster Tycoon®: Deluxe,Win,0,5898.0,5898,94,Very Positive,"21 May, 2014",3417,"5,99€",0.0,0,"5,99€",Simulation,https://store.steampowered.com/app/285310/RollerCoaster_Tycoon_Deluxe/?snr=1_7_7_240_150_11,"Simulation, Management, Classic"
991,Ozymandias: Bronze Age Empire Sim,"Win, Mac",1,833.0,833,91,Very Positive,"11 Oct, 2022",352,"14,99€",0.0,0,"14,99€",Grand Strategy,https://store.steampowered.com/app/1768280/Ozymandias_Bronze_Age_Empire_Sim/?snr=1_7_7_240_150_11,"Grand Strategy, Turn-Based Strategy, 4X"
992,Anno 1800™ - Season 2 Pass,Win,0,44.0,0,0,,"24 Mar, 2020",1283,"24,99€",0.0,0,"24,99€",Strategy,https://store.steampowered.com/app/1247710/Anno_1800__Season_2_Pass/?snr=1_7_7_240_150_11,"Strategy, Simulation"
993,Space Engineers Deluxe,Win,0,209.0,209,83,Very Positive,"4 Jan, 2017",2458,"6,59€",0.0,0,"6,59€",Simulation,https://store.steampowered.com/app/573160/Space_Engineers_Deluxe/?snr=1_7_7_240_150_11,"Simulation, Indie, Strategy"
994,Dungeon 100,Win,0,1377.0,1377,85,Very Positive,"10 Aug, 2023",49,"11,79€",100.0,1,0,Strategy RPG,https://store.steampowered.com/app/1711610/Dungeon_100/?snr=1_7_7_240_150_11,"Strategy RPG, Auto Battler, Roguelike"
995,Space Engineers - Decorative Pack,Win,0,444.0,444,84,Very Positive,"8 Apr, 2019",1634,"3,99€",0.0,0,"3,99€",Simulation,https://store.steampowered.com/app/1049790/Space_Engineers__Decorative_Pack/?snr=1_7_7_240_150_11,"Simulation, Action, Indie"
996,Cities: Skylines - Content Creator Pack: High-Tech Buildings,"Win, Mac, Linux",1,147.0,147,78,Mostly Positive,"29 Nov, 2016",2494,"4,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/547500/Cities_Skylines__Content_Creator_Pack_HighTech_Buildings/?snr=1_7_7_240_150_11,"Simulation, Strategy, City Builder"
997,Armored Brigade,Win,0,220.0,220,88,Very Positive,"31 Oct, 2019",1428,"38,99€",0.0,0,"38,99€",Simulation,https://store.steampowered.com/app/1089840/Armored_Brigade/?snr=1_7_7_240_150_11,"Simulation, Strategy, Tactical"
998,Animal Revolt Battle Simulator,Win,0,4421.0,4421,96,Overwhelmingly Positive,"15 Apr, 2022",531,"12,99€",0.0,0,"12,99€",Indie,https://store.steampowered.com/app/1215390/Animal_Revolt_Battle_Simulator/?snr=1_7_7_240_150_11,"Indie, Sandbox, Dinosaurs"
999,Dominion,Win,0,989.0,989,88,Very Positive,"7 Oct, 2021",721,0,100.0,1,0,Deckbuilding,https://store.steampowered.com/app/1131620/Dominion/?snr=1_7_7_240_150_11,"Deckbuilding, Card Game, Medieval"
1000,Immersion Pack - Europa Universalis IV: Origins,"Win, Mac, Linux",1,511.0,0,0,,"11 Nov, 2021",686,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1756130/Immersion_Pack__Europa_Universalis_IV_Origins/?snr=1_7_7_240_150_11,"Strategy, Simulation, Grand Strategy"
1001,Train Valley 2,"Win, Mac, Linux",1,1807.0,1807,91,Very Positive,"15 Apr, 2019",1627,"12,49€",0.0,0,"12,49€",Puzzle,https://store.steampowered.com/app/602320/Train_Valley_2/?snr=1_7_7_240_150_11,"Puzzle, Minimalist, Stylized"
1002,Inkulinati,"Win, Mac",1,171.0,171,85,Very Positive,"31 Jan, 2023",240,"24,99€",0.0,0,"24,99€",Early Access,https://store.steampowered.com/app/957960/Inkulinati/?snr=1_7_7_240_150_11,"Early Access, Turn-Based Strategy, Medieval"
1003,Holdfast: Nations At War - Loyalist Upgrade,Win,0,49.0,49,97,Positive,"5 Mar, 2020",1302,"8,19€",100.0,1,0,Strategy,https://store.steampowered.com/app/1243770/Holdfast_Nations_At_War__Loyalist_Upgrade/?snr=1_7_7_240_150_11,"Strategy, Action, Indie"
1004,Company of Heroes 2 - Southern Fronts Mission Pack,"Win, Mac, Linux",1,107.0,107,71,Mostly Positive,"10 Dec, 2013",3579,"3,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/260290/Company_of_Heroes_2__Southern_Fronts_Mission_Pack/?snr=1_7_7_240_150_11,"Strategy, World War II, RTS"
1005,Cities: Skylines - Content Creator Pack: Skyscrapers,"Win, Mac, Linux",1,68.0,68,72,Mostly Positive,"15 Nov, 2022",317,"5,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/2144481/Cities_Skylines__Content_Creator_Pack_Skyscrapers/?snr=1_7_7_240_150_11,"Simulation, Strategy"
1006,SpyParty,Win,0,935.0,935,81,Very Positive,"12 Apr, 2018",1995,"22,99€",0.0,0,"22,99€",Multiplayer,https://store.steampowered.com/app/329070/SpyParty/?snr=1_7_7_240_150_11,"Multiplayer, Strategy, Detective"
1007,LEGO® Builder's Journey,Win,0,2957.0,2957,82,Very Positive,"22 Jun, 2021",828,"16,99€",0.0,0,"16,99€",Exploration,https://store.steampowered.com/app/1544360/LEGO_Builders_Journey/?snr=1_7_7_240_150_11,"Exploration, Precision Platformer, Puzzle Platformer"
1008,Coral Island - Ocean Explorer Charity DLC Pack,Win,0,21.0,21,100,Positive,"12 Sep, 2023",16,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/2537800/Coral_Island__Ocean_Explorer_Charity_DLC_Pack/?snr=1_7_7_240_150_11,"Strategy, Adventure, RPG"
1009,Steel Division 2 - Tribute to the Liberation of Italy,Win,0,134.0,0,0,,"2 Feb, 2022",603,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/1640470/Steel_Division_2__Tribute_to_the_Liberation_of_Italy/?snr=1_7_7_240_150_11,"Strategy, Action, Indie"
1010,Planet Coaster - Back to the Future™ Time Machine Construction Kit,Win,0,65.0,65,86,Very Positive,"21 Jul, 2017",2260,"2,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/611421/Planet_Coaster__BacktotheFutureTimeMachineConstructionKit/?snr=1_7_7_240_150_11,"Simulation, Strategy"
1011,Card Survival: Tropical Island,"Win, Mac",1,1638.0,1638,96,Overwhelmingly Positive,"16 Sep, 2022",377,"20,99€",0.0,0,"20,99€",Adventure,https://store.steampowered.com/app/1694420/Card_Survival_Tropical_Island/?snr=1_7_7_240_150_11,"Adventure, Card Game, Survival"
1012,Conan Exiles - People of the Dragon Pack,Win,0,75.0,75,73,Mostly Positive,"21 Oct, 2021",707,"9,99€",100.0,1,0,Massively Multiplayer,https://store.steampowered.com/app/1668110/Conan_Exiles__People_of_the_Dragon_Pack/?snr=1_7_7_240_150_11,"Massively Multiplayer, Simulation, Strategy"
1013,Conquest of Elysium 5,"Win, Mac, Linux",1,692.0,692,89,Very Positive,"17 Aug, 2021",772,"28,99€",0.0,0,"28,99€",Strategy,https://store.steampowered.com/app/1606340/Conquest_of_Elysium_5/?snr=1_7_7_240_150_11,"Strategy, Turn-Based Strategy, Fantasy"
1014,Phoenix Point - Kaos Engines DLC,"Win, Mac",1,20.0,20,80,Positive,"1 Mar, 2022",576,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/1622221/Phoenix_Point__Kaos_Engines_DLC/?snr=1_7_7_240_150_11,"Strategy, RPG, Simulation"
1015,Kingdoms and Castles - Parks & Statues,"Win, Mac, Linux",1,78.0,78,98,Very Positive,"23 May, 2022",493,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/1764300/Kingdoms_and_Castles__Parks__Statues/?snr=1_7_7_240_150_11,"Strategy, Indie, Simulation"
1016,The Invisible Hand,Win,0,385.0,385,81,Very Positive,"7 May, 2021",874,"12,79€",100.0,1,0,Capitalism,https://store.steampowered.com/app/628200/The_Invisible_Hand/?snr=1_7_7_240_150_11,"Capitalism, Trading, Economy"
1017,The House of Da Vinci,"Win, Mac",1,4607.0,4607,88,Very Positive,"24 Nov, 2017",2134,"19,99€",0.0,0,"19,99€",Puzzle,https://store.steampowered.com/app/522470/The_House_of_Da_Vinci/?snr=1_7_7_240_150_11,"Puzzle, Adventure, Indie"
1018,Naval Action - Rotterdam,Win,0,11.0,11,100,Positive,"15 May, 2023",136,"48,99€",0.0,0,"48,99€",Strategy,https://store.steampowered.com/app/2402190/Naval_Action__Rotterdam/?snr=1_7_7_240_150_11,"Strategy, Action, Adventure"
1019,XCOM®: Chimera Squad,Win,0,18743.0,18743,72,Mostly Positive,"23 Apr, 2020",1253,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/882100/XCOM_Chimera_Squad/?snr=1_7_7_240_150_11,"Strategy, Turn-Based Tactics, Turn-Based"
1020,XCOM 2: War of the Chosen - Tactical Legacy Pack,"Win, Mac, Linux",1,250.0,250,77,Mostly Positive,"3 Dec, 2018",1760,"7,99€",0.0,0,"7,99€",Strategy,https://store.steampowered.com/app/785300/XCOM_2_War_of_the_Chosen__Tactical_Legacy_Pack/?snr=1_7_7_240_150_11,"Strategy, Tactical"
1021,ICBM,Win,0,1267.0,1267,92,Very Positive,"17 Nov, 2020",1045,"19,50€",0.0,0,"19,50€",RTS,https://store.steampowered.com/app/1178220/ICBM/?snr=1_7_7_240_150_11,"RTS, Cold War, Military"
1022,CHANGE: The Living City Expansion,"Win, Mac, Linux",1,20.0,20,95,Positive,"29 Apr, 2022",517,"7,99€",0.0,0,"7,99€",Strategy,https://store.steampowered.com/app/1845520/CHANGE_The_Living_City_Expansion/?snr=1_7_7_240_150_11,"Strategy, Adventure, RPG"
1023,EMERGENCY 20,"Win, Mac",1,1549.0,1549,84,Very Positive,"31 Oct, 2017",2158,"29,99€",0.0,0,"29,99€",Strategy,https://store.steampowered.com/app/735280/EMERGENCY_20/?snr=1_7_7_240_150_11,"Strategy, Simulation, Real Time Tactics"
1024,Craft The World,"Win, Mac",1,12389.0,12389,88,Very Positive,"24 Nov, 2014",3230,"18,49€",0.0,0,"18,49€",Sandbox,https://store.steampowered.com/app/248390/Craft_The_World/?snr=1_7_7_240_150_11,"Sandbox, Crafting, Colony Sim"
1025,City Bus Manager,"Win, Mac",1,906.0,906,88,Very Positive,"10 Nov, 2022",322,"27,99€",0.0,0,"27,99€",Simulation,https://store.steampowered.com/app/1364210/City_Bus_Manager/?snr=1_7_7_240_150_11,"Simulation, Singleplayer, Management"
1026,Space Engineers - Sparks of the Future,Win,0,161.0,161,83,Very Positive,"24 Jun, 2020",1191,"3,99€",0.0,0,"3,99€",Simulation,https://store.steampowered.com/app/1307680/Space_Engineers__Sparks_of_the_Future/?snr=1_7_7_240_150_11,"Simulation, Action, Indie"
1027,Talisman - The Sacred Pool Expansion,"Win, Mac",1,13.0,13,84,Positive,"29 May, 2015",3044,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/267781/Talisman__The_Sacred_Pool_Expansion/?snr=1_7_7_240_150_11,"Strategy, RPG, Indie"
1028,Moviehouse – The Film Studio Tycoon,"Win, Mac",1,167.0,0,0,,"5 Apr, 2023",176,"10,99€",0.0,0,"10,99€",Simulation,https://store.steampowered.com/app/1576280/Moviehouse__The_Film_Studio_Tycoon/?snr=1_7_7_240_150_11,"Simulation, Strategy, Casual"
1029,The Jackbox Party Pack,"Win, Mac, Linux",1,1299.0,1299,91,Very Positive,"26 Nov, 2014",3228,"24,99€",0.0,0,"24,99€",Casual,https://store.steampowered.com/app/331670/The_Jackbox_Party_Pack/?snr=1_7_7_240_150_11,"Casual, Trivia, Party"
1030,Jagged Alliance 2 - Wildfire,"Win, Mac, Linux",1,1133.0,1133,78,Mostly Positive,"16 Nov, 2012",3968,"6,99€",0.0,0,"6,99€",Strategy,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire/?snr=1_7_7_240_150_11,"Strategy, RPG, Turn-Based Tactics"
1031,Iron Harvest: - Operation Eagle DLC,Win,0,173.0,173,72,Mostly Positive,"27 May, 2021",854,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/1341702/Iron_Harvest__Operation_Eagle_DLC/?snr=1_7_7_240_150_11,"Strategy, RTS"
1032,Old World - Heroes of the Aegean,"Win, Mac, Linux",1,20.0,20,85,Positive,"19 May, 2022",497,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1952840/Old_World__Heroes_of_the_Aegean/?snr=1_7_7_240_150_11,"Strategy, Simulation, Co-op"
1033,Emergency Call 112 – The Fire Fighting Simulation 2,Win,0,2826.0,0,0,,"18 Mar, 2021",924,"29,95€",0.0,0,"29,95€",Simulation,https://store.steampowered.com/app/785770/Emergency_Call_112__The_Fire_Fighting_Simulation_2/?snr=1_7_7_240_150_11,"Simulation, Realistic, Multiplayer"
1034,Tropico Reloaded,Win,0,641.0,641,88,Very Positive,"24 Jul, 2009",5179,"6,99€",0.0,0,"6,99€",Simulation,https://store.steampowered.com/app/33520/Tropico_Reloaded/?snr=1_7_7_240_150_11,"Simulation, City Builder, Strategy"
1035,Instruments of Destruction,Win,0,788.0,788,95,Overwhelmingly Positive,"2 Mar, 2022",575,"16,79€",0.0,0,"16,79€",Destruction,https://store.steampowered.com/app/1428100/Instruments_of_Destruction/?snr=1_7_7_240_150_11,"Destruction, Physics, Building"
1036,Iron Harvest - Iron Harvest 1920+,Win,0,56.0,56,82,Very Positive,"31 Aug, 2020",1123,"53,97€",16.0,1,"45,33€",Strategy,https://store.steampowered.com/app/1628070/Iron_Harvest__Iron_Harvest_1920/?snr=1_7_7_240_150_11,"Strategy, RTS"
1037,The Troop,Win,0,313.0,313,89,Very Positive,"21 Dec, 2021",646,"33,99€",0.0,0,"33,99€",World War II,https://store.steampowered.com/app/1363740/The_Troop/?snr=1_7_7_240_150_11,"World War II, Turn-Based Tactics, Tanks"
1038,Pan'orama,Win,0,475.0,475,90,Very Positive,"9 May, 2023",142,"13,79€",0.0,0,"13,79€",City Builder,https://store.steampowered.com/app/1730250/Panorama/?snr=1_7_7_240_150_11,"City Builder, Procedural Generation, Relaxing"
1039,Command & Conquer 3: Kane's Wrath,Win,0,3445.0,3445,95,Overwhelmingly Positive,"13 Nov, 2009",5067,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/24810/Command__Conquer_3_Kanes_Wrath/?snr=1_7_7_240_150_11,"Strategy, RTS, Base Building"
1040,Youtubers Life 2,"Win, Mac",1,1578.0,1578,73,Mostly Positive,"19 Oct, 2021",709,"29,99€",100.0,1,0,Life Sim,https://store.steampowered.com/app/1493760/Youtubers_Life_2/?snr=1_7_7_240_150_11,"Life Sim, Character Customization, Casual"
1041,Black One Blood Brothers,Win,0,573.0,573,80,Very Positive,"11 Jan, 2022",625,"14,99€",0.0,0,"14,99€",Action,https://store.steampowered.com/app/1621560/Black_One_Blood_Brothers/?snr=1_7_7_240_150_11,"Action, Strategy, Simulation"
1042,Close Combat: Cross of Iron,Win,0,98.0,98,82,Very Positive,"23 Jul, 2020",1162,"38,99€",0.0,0,"38,99€",Simulation,https://store.steampowered.com/app/1367320/Close_Combat_Cross_of_Iron/?snr=1_7_7_240_150_11,"Simulation, Strategy, RTS"
1043,Aliens: Dark Descent - Lethe Recon Pack,Win,0,109.0,109,79,Mostly Positive,"19 Jun, 2023",101,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/2272330/Aliens_Dark_Descent__Lethe_Recon_Pack/?snr=1_7_7_240_150_11,"Strategy, Action, Adventure"
1044,Ticket to Ride: Classic Edition,"Win, Mac",1,3075.0,3075,91,Very Positive,"24 May, 2012",4144,"9,99€",0.0,0,"9,99€",Board Game,https://store.steampowered.com/app/108200/Ticket_to_Ride_Classic_Edition/?snr=1_7_7_240_150_11,"Board Game, Strategy, Tabletop"
1045,Halo Wars: Definitive Edition,Win,0,6478.0,6478,91,Very Positive,"20 Apr, 2017",2352,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/459220/Halo_Wars_Definitive_Edition/?snr=1_7_7_240_150_11,"Strategy, RTS, Base Building"
1046,Total Tank Simulator,Win,0,5848.0,5848,80,Very Positive,"20 May, 2020",1226,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/674500/Total_Tank_Simulator/?snr=1_7_7_240_150_11,"Strategy, Simulation, Action"
1047,Age of Empires III: Definitive Edition - Mexico Civilization,Win,0,176.0,176,87,Very Positive,"1 Dec, 2021",666,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1817370/Age_of_Empires_III_Definitive_Edition__Mexico_Civilization/?snr=1_7_7_240_150_11,Strategy
1048,Software Inc.,"Win, Mac, Linux",1,5934.0,5934,94,Very Positive,"1 May, 2015",3072,"22,54€",0.0,0,"22,54€",Early Access,https://store.steampowered.com/app/362620/Software_Inc/?snr=1_7_7_240_150_11,"Early Access, Management, Immersive Sim"
1049,The Long Dark: WINTERMUTE,"Win, Mac, Linux",1,489.0,0,0,,"5 Dec, 2022",297,"19,50€",0.0,0,"19,50€",Adventure,https://store.steampowered.com/app/2095000/The_Long_Dark_WINTERMUTE/?snr=1_7_7_240_150_11,"Adventure, Indie, Simulation"
1050,Vegas Infinite by PokerStars,Win,0,3238.0,3238,84,Very Positive,"8 Nov, 2018",1785,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/886250/Vegas_Infinite_by_PokerStars/?snr=1_7_7_240_150_11,"Free to Play, Casual, Strategy"
1051,Witch It,Win,0,12605.0,12605,89,Very Positive,"22 Oct, 2020",1071,"19,99€",0.0,0,"19,99€",Multiplayer,https://store.steampowered.com/app/559650/Witch_It/?snr=1_7_7_240_150_11,"Multiplayer, Funny, Casual"
1052,"Warhammer® 40,000: Dawn of War® - Dark Crusade",Win,0,6074.0,6074,96,Overwhelmingly Positive,"7 Aug, 2007",5896,"12,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/4580/Warhammer_40000_Dawn_of_War__Dark_Crusade/?snr=1_7_7_240_150_11,"Strategy, Warhammer 40K, RTS"
1053,Space Engineers - Decorative Pack #2,Win,0,185.0,185,76,Mostly Positive,"24 Oct, 2019",1435,"3,99€",0.0,0,"3,99€",Indie,https://store.steampowered.com/app/1167910/Space_Engineers__Decorative_Pack_2/?snr=1_7_7_240_150_11,"Indie, Simulation, Strategy"
1054,ROMANCE OF THE THREE KINGDOMS XIV,Win,0,10907.0,0,0,,"15 Jan, 2020",1352,"59,99€",0.0,0,"59,99€",Turn-Based Tactics,https://store.steampowered.com/app/872410/ROMANCE_OF_THE_THREE_KINGDOMS_XIV/?snr=1_7_7_240_150_11,"Turn-Based Tactics, Wargame, Immersive Sim"
1055,Darkest Dungeon®: The Shieldbreaker,"Win, Mac, Linux",1,470.0,470,79,Mostly Positive,"26 Oct, 2017",2163,"3,99€",0.0,0,"3,99€",Indie,https://store.steampowered.com/app/702540/Darkest_Dungeon_The_Shieldbreaker/?snr=1_7_7_240_150_11,"Indie, Strategy, RPG"
1056,Dungeon Defenders - Hermit Hero DLC,Win,0,32.0,32,84,Positive,"29 Jun, 2023",91,"4,99€",0.0,0,"4,99€",Action,https://store.steampowered.com/app/2470720/Dungeon_Defenders__Hermit_Hero_DLC/?snr=1_7_7_240_150_12,"Action, RPG, Indie"
1057,Surviving Mars: Green Planet,"Win, Mac, Linux",1,226.0,226,86,Very Positive,"16 May, 2019",1596,"19,99€",0.0,0,"19,99€",Simulation,https://store.steampowered.com/app/952890/Surviving_Mars_Green_Planet/?snr=1_7_7_240_150_12,"Simulation, Strategy, Space"
1058,Order of Battle: Red Storm,"Win, Mac",1,12.0,12,83,Positive,"17 Sep, 2020",1106,"14,79€",0.0,0,"14,79€",Simulation,https://store.steampowered.com/app/1379170/Order_of_Battle_Red_Storm/?snr=1_7_7_240_150_12,"Simulation, Strategy, War"
1059,Might & Magic: Clash of Heroes - Definitive Edition,Win,0,141.0,141,72,Mostly Positive,"20 Jul, 2023",70,"17,99€",0.0,0,"17,99€",Strategy,https://store.steampowered.com/app/2213300/Might__Magic_Clash_of_Heroes__Definitive_Edition/?snr=1_7_7_240_150_12,"Strategy, RPG, Puzzle"
1060,Welcome to the Game II,"Win, Mac",1,2378.0,2378,86,Very Positive,"3 Apr, 2018",2004,"7,99€",0.0,0,"7,99€",Horror,https://store.steampowered.com/app/720250/Welcome_to_the_Game_II/?snr=1_7_7_240_150_12,"Horror, Hacking, Strategy"
1061,"Warhammer® 40,000: Dawn of War® - Soulstorm",Win,0,10866.0,10866,95,Overwhelmingly Positive,"7 Mar, 2008",5683,"12,99€",100.0,1,0,Warhammer 40K,https://store.steampowered.com/app/9450/Warhammer_40000_Dawn_of_War__Soulstorm/?snr=1_7_7_240_150_12,"Warhammer 40K, Strategy, RTS"
1062,Touhou: Lost Branch of Legend,"Win, Mac",1,594.0,594,90,Very Positive,"17 Aug, 2022",407,"24,99€",0.0,0,"24,99€",Early Access,https://store.steampowered.com/app/1140150/Touhou_Lost_Branch_of_Legend/?snr=1_7_7_240_150_12,"Early Access, Card Battler, Turn-Based Tactics"
1063,Space Engineers - Warfare 1,Win,0,114.0,0,0,,"22 Apr, 2021",889,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/1475830/Space_Engineers__Warfare_1/?snr=1_7_7_240_150_12,"Strategy, Action, Indie"
1064,ATOM RPG: Post-apocalyptic indie game,"Win, Mac, Linux",1,8380.0,8380,87,Very Positive,"19 Dec, 2018",1744,"14,99€",0.0,0,"14,99€",CRPG,https://store.steampowered.com/app/552620/ATOM_RPG_Postapocalyptic_indie_game/?snr=1_7_7_240_150_12,"CRPG, Exploration, Survival"
1065,Carcassonne - Winter and Gingerbread Man,Win,0,11.0,11,72,Mostly Positive,"19 Dec, 2018",1744,"3,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/984200/Carcassonne__Winter_and_Gingerbread_Man/?snr=1_7_7_240_150_12,"Strategy, Casual"
