,Title,Platforms,Multiplatform,Reviews,Players,Positives,Review_summary,Released,Day_since_release,Price,Discount,On_sale,Final_price,Main_tag,Url,All_tags
15,Raft,Win,0,241965.0,241965,93,Very Positive,"20 Jun, 2022",465,"19,99€",0.0,0,"19,99€",Survival,https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_240_150_1,"Survival, Open World Survival Craft, Multiplayer"
16,PAYDAY 2,"Win, Linux",1,417835.0,417835,89,Very Positive,"13 Aug, 2013",3698,"9,99€",0.0,0,"9,99€",Co-op,https://store.steampowered.com/app/218620/PAYDAY_2/?snr=1_7_7_240_150_1,"Co-op, Action, FPS"
17,Cities: Skylines II,Win,0,,0,0,,"24 Oct, 2023",-25,"49,99€",0.0,0,"49,99€",Simulation,https://store.steampowered.com/app/949230/Cities_Skylines_II/?snr=1_7_7_240_150_1,"Simulation, City Builder, Building"
18,Baldur's Gate 3 - Digital Deluxe Edition DLC,"Win, Mac",1,3074.0,3074,96,Overwhelmingly Positive,"3 Aug, 2023",56,"9,75€",0.0,0,"9,75€",Adventure,https://store.steampowered.com/app/2378500/Baldurs_Gate_3__Digital_Deluxe_Edition_DLC/?snr=1_7_7_240_150_1,"Adventure, RPG, Strategy"
19,Bloons TD 6,"Win, Mac",1,242044.0,242044,97,Overwhelmingly Positive,"17 Dec, 2018",1746,"13,79€",0.0,0,"13,79€",Tower Defense,https://store.steampowered.com/app/960090/Bloons_TD_6/?snr=1_7_7_240_150_1,"Tower Defense, Strategy, Multiplayer"
20,Guild Wars 2,Win,0,11666.0,11666,88,Very Positive,"23 Aug, 2022",401,0,100.0,1,0,MMORPG,https://store.steampowered.com/app/1284210/Guild_Wars_2/?snr=1_7_7_240_150_1,"MMORPG, Adventure, RPG"
21,Hell Let Loose,Win,0,69322.0,69322,84,Very Positive,"27 Jul, 2021",793,"44,99€",0.0,0,"44,99€",Shooter,https://store.steampowered.com/app/686810/Hell_Let_Loose/?snr=1_7_7_240_150_1,"Shooter, World War II, FPS"
22,Age of Empires IV: Anniversary Edition,Win,0,42095.0,42095,86,Very Positive,"28 Oct, 2021",700,"39,99€",0.0,0,"39,99€",Strategy,https://store.steampowered.com/app/1466860/Age_of_Empires_IV_Anniversary_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, War"
23,Europa Universalis IV,"Win, Mac, Linux",1,81485.0,81485,86,Very Positive,"13 Aug, 2013",3698,"39,99€",0.0,0,"39,99€",Grand Strategy,https://store.steampowered.com/app/236850/Europa_Universalis_IV/?snr=1_7_7_240_150_1,"Grand Strategy, Historical, Simulation"
24,World of Tanks Blitz,"Win, Mac",1,131868.0,131868,80,Very Positive,"9 Nov, 2016",2514,0,100.0,1,0,Tanks,https://store.steampowered.com/app/444200/World_of_Tanks_Blitz/?snr=1_7_7_240_150_1,"Tanks, Free to Play, Shooter"
25,Arma 3,"Win, Mac",1,153917.0,153917,91,Very Positive,"12 Sep, 2013",3668,"27,99€",0.0,0,"27,99€",Military,https://store.steampowered.com/app/107410/Arma_3/?snr=1_7_7_240_150_1,"Military, Action, Multiplayer"
26,Crusader Kings III,"Win, Mac, Linux",1,62825.0,62825,92,Very Positive,"1 Sep, 2020",1122,"49,99€",0.0,0,"49,99€",Strategy,https://store.steampowered.com/app/1158310/Crusader_Kings_III/?snr=1_7_7_240_150_1,"Strategy, Simulation, RPG"
27,Planet Zoo,Win,0,60656.0,60656,90,Very Positive,"5 Nov, 2019",1423,"44,99€",0.0,0,"44,99€",Management,https://store.steampowered.com/app/703080/Planet_Zoo/?snr=1_7_7_240_150_1,"Management, Simulation, Building"
28,SMITE®,Win,0,112025.0,112025,79,Mostly Positive,"8 Sep, 2015",2942,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/386360/SMITE/?snr=1_7_7_240_150_1,"Free to Play, MOBA, Multiplayer"
29,Stellaris,"Win, Mac, Linux",1,108342.0,108342,88,Very Positive,"9 May, 2016",2698,"39,99€",0.0,0,"39,99€",Space,https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_240_150_1,"Space, Grand Strategy, Strategy"
30,Mount & Blade II: Bannerlord,Win,0,178391.0,178391,87,Very Positive,"25 Oct, 2022",338,"49,99€",0.0,0,"49,99€",Medieval,https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/?snr=1_7_7_240_150_1,"Medieval, Strategy, Open World"
31,RimWorld - Biotech,"Win, Mac, Linux",1,2252.0,2252,93,Very Positive,"21 Oct, 2022",342,"23,49€",0.0,0,"23,49€",Indie,https://store.steampowered.com/app/1826140/RimWorld__Biotech/?snr=1_7_7_240_150_1,"Indie, Strategy, Simulation"
32,Space Engineers,Win,0,77928.0,77928,89,Very Positive,"28 Feb, 2019",1673,"16,99€",0.0,0,"16,99€",Space,https://store.steampowered.com/app/244850/Space_Engineers/?snr=1_7_7_240_150_1,"Space, Sandbox, Building"
33,Expansion - Hearts of Iron IV: Arms Against Tyranny,"Win, Mac, Linux",1,,0,0,,"10 Oct, 2023",-11,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/2183930/Expansion__Hearts_of_Iron_IV_Arms_Against_Tyranny/?snr=1_7_7_240_150_1,"Strategy, Simulation, Psychological Horror"
34,WARNO,Win,0,5811.0,5811,82,Very Positive,"20 Jan, 2022",616,"39,99€",0.0,0,"39,99€",Early Access,https://store.steampowered.com/app/1611600/WARNO/?snr=1_7_7_240_150_1,"Early Access, Wargame, Military"
35,Astrea: Six-Sided Oracles,Win,0,755.0,763,96,Overwhelmingly Positive,"21 Sep, 2023",7,"24,50€",100.0,1,0,Roguelike Deckbuilder,https://store.steampowered.com/app/1755830/Astrea_SixSided_Oracles/?snr=1_7_7_240_150_1,"Roguelike Deckbuilder, Card Battler, Roguelike"
36,Sid Meier’s Civilization® VI,"Win, Mac, Linux",1,202864.0,202864,85,Very Positive,"20 Oct, 2016",2534,"59,99€",0.0,0,"59,99€",Strategy,https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/?snr=1_7_7_240_150_1,"Strategy, Turn-Based Strategy, Multiplayer"
37,Overcooked! 2,"Win, Mac, Linux",1,37848.0,37848,90,Very Positive,"7 Aug, 2018",1878,"22,99€",100.0,1,0,Multiplayer,https://store.steampowered.com/app/728880/Overcooked_2/?snr=1_7_7_240_150_1,"Multiplayer, Online Co-Op, Local Co-Op"
38,Satisfactory,Win,0,120644.0,120644,97,Overwhelmingly Positive,"8 Jun, 2020",1207,"29,99€",0.0,0,"29,99€",Base Building,https://store.steampowered.com/app/526870/Satisfactory/?snr=1_7_7_240_150_1,"Base Building, Automation, Open World"
39,Age of Empires II: Definitive Edition,Win,0,115551.0,115551,94,Very Positive,"14 Nov, 2019",1414,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, City Builder"
40,Factorio,"Win, Mac, Linux",1,135136.0,135136,96,Overwhelmingly Positive,"14 Aug, 2020",1140,"32,00€",0.0,0,"32,00€",Automation,https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_240_150_1,"Automation, Base Building, Resource Management"
41,GROUND BRANCH,Win,0,13715.0,13715,91,Very Positive,"14 Aug, 2018",1871,"24,99€",0.0,0,"24,99€",Tactical,https://store.steampowered.com/app/16900/GROUND_BRANCH/?snr=1_7_7_240_150_1,"Tactical, Realistic, Military"
42,Magic: The Gathering Arena,Win,0,4429.0,0,0,,"23 May, 2023",128,0,100.0,1,0,Strategy,https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena/?snr=1_7_7_240_150_1,"Strategy, Card Game, Trading Card Game"
43,RimWorld - Ideology,"Win, Mac, Linux",1,2665.0,2665,84,Very Positive,"20 Jul, 2021",800,"17,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/1392840/RimWorld__Ideology/?snr=1_7_7_240_150_1,"Strategy, Indie, Simulation"
44,Yu-Gi-Oh! Master Duel,Win,0,64762.0,64762,76,Mostly Positive,"18 Jan, 2022",618,0,100.0,1,0,Card Game,https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel/?snr=1_7_7_240_150_1,"Card Game, Free to Play, Strategy"
45,FOR HONOR™,Win,0,82878.0,0,0,,"13 Feb, 2017",2418,"14,99€",0.0,0,"14,99€",Medieval,https://store.steampowered.com/app/304390/FOR_HONOR/?snr=1_7_7_240_150_1,"Medieval, Swordplay, Action"
46,Crusader Kings III: Tours & Tournaments,"Win, Mac, Linux",1,1164.0,1164,79,Mostly Positive,"11 May, 2023",140,"29,99€",0.0,0,"29,99€",Strategy,https://store.steampowered.com/app/2311920/Crusader_Kings_III_Tours__Tournaments/?snr=1_7_7_240_150_1,"Strategy, RPG, Simulation"
47,MARVEL SNAP,Win,0,18344.0,18344,82,Very Positive,"22 Aug, 2023",37,0,100.0,1,0,Card Battler,https://store.steampowered.com/app/1997040/MARVEL_SNAP/?snr=1_7_7_240_150_1,"Card Battler, Strategy, Free to Play"
48,Total War: WARHAMMER III - Forge of the Chaos Dwarfs,"Win, Mac, Linux",1,2961.0,0,0,,"13 Apr, 2023",168,"24,99€",0.0,0,"24,99€",Strategy,https://store.steampowered.com/app/2059190/Total_War_WARHAMMER_III__Forge_of_the_Chaos_Dwarfs/?snr=1_7_7_240_150_1,"Strategy, Action, Violent"
49,Dwarf Fortress,"Win, Linux",1,19805.0,19805,95,Overwhelmingly Positive,"6 Dec, 2022",296,"28,99€",0.0,0,"28,99€",Colony Sim,https://store.steampowered.com/app/975370/Dwarf_Fortress/?snr=1_7_7_240_150_1,"Colony Sim, Indie, Pixel Graphics"
50,Total War: WARHAMMER II,"Win, Mac, Linux",1,81612.0,81612,93,Very Positive,"28 Sep, 2017",2191,"59,99€",0.0,0,"59,99€",Strategy,https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/?snr=1_7_7_240_150_1,"Strategy, Fantasy, Turn-Based Strategy"
51,Jurassic World Evolution 2,Win,0,18191.0,18191,87,Very Positive,"9 Nov, 2021",688,"59,99€",100.0,1,0,Dinosaurs,https://store.steampowered.com/app/1244460/Jurassic_World_Evolution_2/?snr=1_7_7_240_150_1,"Dinosaurs, Building, Simulation"
52,Don't Starve Together,"Win, Mac, Linux",1,282648.0,282648,95,Overwhelmingly Positive,"21 Apr, 2016",2716,"14,99€",0.0,0,"14,99€",Survival,https://store.steampowered.com/app/322330/Dont_Starve_Together/?snr=1_7_7_240_150_1,"Survival, Open World Survival Craft, Multiplayer"
53,Heretic's Fork,Win,0,868.0,868,83,Very Positive,"13 Sep, 2023",15,"9,75€",0.0,0,"9,75€",Deckbuilding,https://store.steampowered.com/app/2181610/Heretics_Fork/?snr=1_7_7_240_150_1,"Deckbuilding, Arcade, Action"
54,Cult of the Lamb,"Win, Mac",1,51528.0,51528,94,Very Positive,"11 Aug, 2022",413,"22,99€",0.0,0,"22,99€",Base Building,https://store.steampowered.com/app/1313140/Cult_of_the_Lamb/?snr=1_7_7_240_150_1,"Base Building, Cute, Character Customization"
55,Across the Obelisk,"Win, Mac, Linux",1,7441.0,7441,90,Very Positive,"16 Aug, 2022",408,"19,99€",0.0,0,"19,99€",Co-op,https://store.steampowered.com/app/1385380/Across_the_Obelisk/?snr=1_7_7_240_150_1,"Co-op, Roguelike Deckbuilder, Card Game"
56,Golf With Your Friends,"Win, Mac, Linux",1,39391.0,39391,89,Very Positive,"19 May, 2020",1227,"14,99€",0.0,0,"14,99€",Multiplayer,https://store.steampowered.com/app/431240/Golf_With_Your_Friends/?snr=1_7_7_240_150_1,"Multiplayer, Casual, Mini Golf"
57,Age of Wonders 4,Win,0,7856.0,7856,80,Very Positive,"2 May, 2023",149,"49,99€",0.0,0,"49,99€",Strategy,https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_240_150_1,"Strategy, 4X, Fantasy"
58,Total War: WARHAMMER III - Shadows of Change,"Win, Mac, Linux",1,2029.0,0,0,,"31 Aug, 2023",28,"24,99€",0.0,0,"24,99€",Strategy,https://store.steampowered.com/app/2325830/Total_War_WARHAMMER_III__Shadows_of_Change/?snr=1_7_7_240_150_1,"Strategy, Action, Early Access"
59,War Robots,Win,0,19025.0,0,0,,"4 Apr, 2018",2003,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/767560/War_Robots/?snr=1_7_7_240_150_1,"Free to Play, Robots, Action"
60,Thronefall,"Win, Mac",1,5399.0,5399,97,Overwhelmingly Positive,"2 Aug, 2023",57,"6,89€",0.0,0,"6,89€",Strategy,https://store.steampowered.com/app/2239150/Thronefall/?snr=1_7_7_240_150_1,"Strategy, Tower Defense, City Builder"
61,Yu-Gi-Oh! Duel Links,Win,0,40610.0,40610,83,Very Positive,"16 Nov, 2017",2142,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/601510/YuGiOh_Duel_Links/?snr=1_7_7_240_150_1,"Free to Play, Card Game, Anime"
62,Gloomhaven,"Win, Mac",1,11248.0,11248,85,Very Positive,"20 Oct, 2021",708,"34,99€",0.0,0,"34,99€",Dark Fantasy,https://store.steampowered.com/app/780290/Gloomhaven/?snr=1_7_7_240_150_1,"Dark Fantasy, Turn-Based Combat, Card Game"
63,Tabletop Simulator,"Win, Mac, Linux",1,36353.0,36353,96,Overwhelmingly Positive,"5 Jun, 2015",3037,"19,99€",0.0,0,"19,99€",Tabletop,https://store.steampowered.com/app/286160/Tabletop_Simulator/?snr=1_7_7_240_150_1,"Tabletop, Board Game, Simulation"
64,Total War: PHARAOH,"Win, Mac",1,,0,0,,"11 Oct, 2023",-12,"59,99€",0.0,0,"59,99€",Strategy,https://store.steampowered.com/app/1937780/Total_War_PHARAOH/?snr=1_7_7_240_150_1,"Strategy, Action, RTS"
65,Car Mechanic Simulator 2021,Win,0,20216.0,20216,96,Overwhelmingly Positive,"11 Aug, 2021",778,"24,50€",0.0,0,"24,50€",Simulation,https://store.steampowered.com/app/1190000/Car_Mechanic_Simulator_2021/?snr=1_7_7_240_150_1,"Simulation, Automobile Sim, Sandbox"
66,Farthest Frontier,Win,0,13688.0,13688,85,Very Positive,"9 Aug, 2022",415,"28,99€",0.0,0,"28,99€",Early Access,https://store.steampowered.com/app/1044720/Farthest_Frontier/?snr=1_7_7_240_150_1,"Early Access, City Builder, Survival"
67,Total War: WARHAMMER,"Win, Mac, Linux",1,30575.0,30575,79,Mostly Positive,"24 May, 2016",2683,"59,99€",0.0,0,"59,99€",Strategy,https://store.steampowered.com/app/364360/Total_War_WARHAMMER/?snr=1_7_7_240_150_1,"Strategy, Fantasy, RTS"
68,RimWorld - Royalty,"Win, Mac, Linux",1,1937.0,1937,83,Very Positive,24 févr. 2020,1312,"17,99€",100.0,1,0,Stratégie,https://store.steampowered.com/app/1149640/RimWorld__Royalty/?snr=1_7_7_240_150_1,"Stratégie, Indépendant, Simulation"
69,Cartel Tycoon,Win,0,2165.0,2165,77,Mostly Positive,"26 Jul, 2022",429,"28,99€",100.0,1,0,Top-Down,https://store.steampowered.com/app/1220140/Cartel_Tycoon/?snr=1_7_7_240_150_1,"Top-Down, RTS, Resource Management"
70,Slay the Spire,"Win, Mac, Linux",1,118743.0,118743,97,Overwhelmingly Positive,"23 Jan, 2019",1709,"22,99€",0.0,0,"22,99€",Roguelike Deckbuilder,https://store.steampowered.com/app/646570/Slay_the_Spire/?snr=1_7_7_240_150_1,"Roguelike Deckbuilder, Card Game, Card Battler"
71,Conqueror's Blade,Win,0,28004.0,28004,75,Mostly Positive,"30 May, 2019",1582,0,100.0,1,0,Medieval,https://store.steampowered.com/app/905370/Conquerors_Blade/?snr=1_7_7_240_150_1,"Medieval, Tactical, Strategy"
72,Arma 3 Creator DLC: Spearhead 1944,Win,0,600.0,0,0,,"25 Jul, 2023",65,"17,99€",0.0,0,"17,99€",Action,https://store.steampowered.com/app/1175380/Arma_3_Creator_DLC_Spearhead_1944/?snr=1_7_7_240_150_1,"Action, Simulation, Strategy"
73,Call to Arms - Gates of Hell: Ostfront,Win,0,10114.0,10114,82,Very Positive,"11 Jun, 2021",839,"29,99€",0.0,0,"29,99€",World War II,https://store.steampowered.com/app/400750/Call_to_Arms__Gates_of_Hell_Ostfront/?snr=1_7_7_240_150_1,"World War II, Strategy, Real Time Tactics"
74,Planet Zoo: Oceania Pack,Win,0,42.0,42,85,Positive,"19 Sep, 2023",9,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/2502240/Planet_Zoo_Oceania_Pack/?snr=1_7_7_240_150_1,"Strategy, Casual, Simulation"
75,Stranded Deep,"Win, Mac, Linux",1,38030.0,38030,75,Mostly Positive,"10 Aug, 2022",414,"15,99€",0.0,0,"15,99€",Open World Survival Craft,https://store.steampowered.com/app/313120/Stranded_Deep/?snr=1_7_7_240_150_1,"Open World Survival Craft, Survival, Multiplayer"
76,Football Manager 2024,"Win, Mac",1,,0,0,,"6 Nov, 2023",-38,"59,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/2252570/Football_Manager_2024/?snr=1_7_7_240_150_1,"Simulation, Sports, Strategy"
77,Warface,Win,0,82242.0,0,0,,"1 Jul, 2014",3376,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/291480/Warface/?snr=1_7_7_240_150_1,"Free to Play, FPS, Realistic"
78,Eternal Return,Win,0,50349.0,50349,78,Mostly Positive,"19 Jul, 2023",71,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1049590/Eternal_Return/?snr=1_7_7_240_150_1,"Free to Play, Anime, Multiplayer"
79,Divinity: Original Sin 2 - Definitive Edition,"Win, Mac",1,147605.0,147605,95,Overwhelmingly Positive,"14 Sep, 2017",2205,"44,99€",0.0,0,"44,99€",Tactical RPG,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/?snr=1_7_7_240_150_1,"Tactical RPG, RPG, Turn-Based Strategy"
80,Arma 3 Apex,"Win, Mac",1,2319.0,2319,82,Very Positive,"11 Jul, 2016",2635,"19,99€",0.0,0,"19,99€",Simulation,https://store.steampowered.com/app/395180/Arma_3_Apex/?snr=1_7_7_240_150_1,"Simulation, Action, Military"
81,Across The Obelisk: Sands of Ulminin,"Win, Mac, Linux",1,107.0,0,0,,"16 Aug, 2023",43,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/2511580/Across_The_Obelisk_Sands_of_Ulminin/?snr=1_7_7_240_150_1,"Strategy, Adventure, RPG"
82,Kenshi,Win,0,63022.0,63022,95,Overwhelmingly Positive,"6 Dec, 2018",1757,"26,99€",0.0,0,"26,99€",Open World,https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_240_150_1,"Open World, Sandbox, RPG"
83,Arma Reforger,Win,0,7683.0,0,0,,"17 May, 2022",499,"29,99€",0.0,0,"29,99€",Early Access,https://store.steampowered.com/app/1874880/Arma_Reforger/?snr=1_7_7_240_150_1,"Early Access, Action, Simulation"
84,XCOM® 2,"Win, Mac, Linux",1,64582.0,64582,84,Very Positive,"4 Feb, 2016",2793,"199,39€",83.0,1,"33,90€",Strategy,https://store.steampowered.com/app/268500/XCOM_2/?snr=1_7_7_240_150_1,"Strategy, Turn-Based, Turn-Based Strategy"
85,The Long Dark,"Win, Mac, Linux",1,86722.0,86722,91,Very Positive,"1 Aug, 2017",2249,"19,50€",0.0,0,"19,50€",Survival,https://store.steampowered.com/app/305620/The_Long_Dark/?snr=1_7_7_240_150_1,"Survival, Open World Survival Craft, Open World"
86,"Papers, Please","Win, Mac, Linux",1,57523.0,57523,97,Overwhelmingly Positive,"8 Aug, 2013",3703,"8,99€",0.0,0,"8,99€",Indie,https://store.steampowered.com/app/239030/Papers_Please/?snr=1_7_7_240_150_1,"Indie, Political, Simulation"
87,Shadowverse CCG,"Win, Mac",1,14040.0,14040,74,Mostly Positive,"27 Oct, 2016",2527,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/453480/Shadowverse_CCG/?snr=1_7_7_240_150_1,"Free to Play, Card Battler, Trading Card Game"
88,Stellaris: Galactic Paragons,"Win, Mac, Linux",1,770.0,0,0,,"9 May, 2023",142,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/2380030/Stellaris_Galactic_Paragons/?snr=1_7_7_240_150_1,"Strategy, Simulation, Grand Strategy"
89,The Isle,Win,0,64210.0,64210,83,Very Positive,"1 Dec, 2015",2858,"19,99€",0.0,0,"19,99€",Dinosaurs,https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_240_150_1,"Dinosaurs, Survival, Open World"
90,Victoria 3,"Win, Mac, Linux",1,23282.0,0,0,,"25 Oct, 2022",338,"49,99€",0.0,0,"49,99€",Grand Strategy,https://store.steampowered.com/app/529340/Victoria_3/?snr=1_7_7_240_150_1,"Grand Strategy, Economy, Strategy"
91,Age of Empires III: Definitive Edition,Win,0,36744.0,36744,82,Very Positive,"15 Oct, 2020",1078,0,100.0,1,0,Strategy,https://store.steampowered.com/app/933110/Age_of_Empires_III_Definitive_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, Base Building"
92,Baldur's Gate: Enhanced Edition,"Win, Mac, Linux",1,12248.0,12248,91,Very Positive,"16 Jan, 2013",3907,"19,50€",0.0,0,"19,50€",RPG,https://store.steampowered.com/app/228280/Baldurs_Gate_Enhanced_Edition/?snr=1_7_7_240_150_1,"RPG, Fantasy, Dungeons & Dragons"
93,Anno 1800,Win,0,10170.0,10170,81,Very Positive,Apr 2019,1627,"59,99€",0.0,0,"59,99€",City Builder,https://store.steampowered.com/app/916440/Anno_1800/?snr=1_7_7_240_150_1,"City Builder, Strategy, Simulation"
94,Dragon Age™ Inquisition,Win,0,12103.0,12103,75,Mostly Positive,"4 Jun, 2020",1211,"39,99€",0.0,0,"39,99€",RPG,https://store.steampowered.com/app/1222690/Dragon_Age_Inquisition/?snr=1_7_7_240_150_1,"RPG, Open World, Character Customization"
95,Pathfinder: Wrath of the Righteous - Enhanced Edition,"Win, Mac",1,23065.0,23065,82,Very Positive,"2 Sep, 2021",756,"39,99€",0.0,0,"39,99€",RPG,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_240_150_1,"RPG, Character Customization, Lore-Rich"
96,Shadow Gambit: The Cursed Crew,Win,0,1851.0,1851,95,Overwhelmingly Positive,"17 Aug, 2023",42,"39,99€",0.0,0,"39,99€",Strategy,https://store.steampowered.com/app/1545560/Shadow_Gambit_The_Cursed_Crew/?snr=1_7_7_240_150_1,"Strategy, RPG, Tactical RPG"
97,Europa Universalis IV: Domination,"Win, Mac, Linux",1,551.0,0,0,,"18 Apr, 2023",163,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/2223660/Europa_Universalis_IV_Domination/?snr=1_7_7_240_150_1,"Strategy, Simulation, Grand Strategy"
98,Squad,Win,0,107900.0,107900,86,Very Positive,"23 Sep, 2020",1100,"44,99€",0.0,0,"44,99€",Military,https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_240_150_1,"Military, Realistic, FPS"
99,Perfect Heist 2,"Win, Linux",1,1837.0,1837,94,Very Positive,"10 Dec, 2021",657,"9,99€",100.0,1,0,Action,https://store.steampowered.com/app/1521580/Perfect_Heist_2/?snr=1_7_7_240_150_1,"Action, Shooter, Strategy"
100,F1® Manager 2023,Win,0,769.0,769,71,Mostly Positive,"31 Jul, 2023",59,"54,99€",0.0,0,"54,99€",Simulation,https://store.steampowered.com/app/2287220/F1_Manager_2023/?snr=1_7_7_240_150_2,"Simulation, Strategy, Sports"
101,DCS World Steam Edition,Win,0,29387.0,29387,86,Very Positive,"2 Aug, 2013",3709,0,100.0,1,0,Simulation,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/?snr=1_7_7_240_150_2,"Simulation, Flight, Free to Play"
102,MONOPOLY Poker,Win,0,4651.0,4651,70,Mostly Positive,"3 Jun, 2021",847,0,100.0,1,0,Casual,https://store.steampowered.com/app/1474700/MONOPOLY_Poker/?snr=1_7_7_240_150_2,"Casual, Multiplayer, Free to Play"
103,Football Manager 2023,"Win, Mac",1,11876.0,11876,88,Very Positive,"7 Nov, 2022",325,"59,99€",0.0,0,"59,99€",Simulation,https://store.steampowered.com/app/1904540/Football_Manager_2023/?snr=1_7_7_240_150_2,"Simulation, Sports, Football (Soccer)"
104,MONOPOLY® PLUS,Win,0,11567.0,0,0,,"7 Sep, 2017",2212,"14,99€",100.0,1,0,Board Game,https://store.steampowered.com/app/562810/MONOPOLY_PLUS/?snr=1_7_7_240_150_2,"Board Game, Multiplayer, Family Friendly"
105,Albion Online,"Win, Mac, Linux",1,64151.0,64151,79,Mostly Positive,"16 May, 2018",1961,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_240_150_2,"Free to Play, MMORPG, Open World"
106,Cookie Clicker,Win,0,48093.0,48093,97,Overwhelmingly Positive,"1 Sep, 2021",757,"3,99€",0.0,0,"3,99€",Clicker,https://store.steampowered.com/app/1454400/Cookie_Clicker/?snr=1_7_7_240_150_2,"Clicker, Idler, Casual"
107,Who's Your Daddy?!,"Win, Mac",1,22167.0,22167,80,Very Positive,"13 May, 2016",2694,"9,75€",0.0,0,"9,75€",Funny,https://store.steampowered.com/app/427730/Whos_Your_Daddy/?snr=1_7_7_240_150_2,"Funny, Multiplayer, First-Person"
108,Idle Champions of the Forgotten Realms,"Win, Mac",1,12734.0,12734,78,Mostly Positive,"25 Mar, 2020",1282,0,100.0,1,0,Dungeons & Dragons,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms/?snr=1_7_7_240_150_2,"Dungeons & Dragons, Free to Play, Strategy"
109,PlateUp!,Win,0,10354.0,10354,95,Overwhelmingly Positive,"4 Aug, 2022",420,"19,50€",0.0,0,"19,50€",Co-op,https://store.steampowered.com/app/1599600/PlateUp/?snr=1_7_7_240_150_2,"Co-op, Management, Cooking"
110,Marvel's Midnight Suns,Win,0,9738.0,9738,81,Very Positive,"1 Dec, 2022",301,"79,99€",100.0,1,0,Superhero,https://store.steampowered.com/app/368260/Marvels_Midnight_Suns/?snr=1_7_7_240_150_2,"Superhero, Turn-Based Tactics, Deckbuilding"
111,Kingdoms Reborn,Win,0,6404.0,6404,90,Very Positive,Nov 2020,1047,"19,99€",0.0,0,"19,99€",City Builder,https://store.steampowered.com/app/1307890/Kingdoms_Reborn/?snr=1_7_7_240_150_2,"City Builder, Base Building, Colony Sim"
112,Command & Conquer™ Remastered Collection,Win,0,26128.0,26128,90,Very Positive,"5 Jun, 2020",1210,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/1213210/Command__Conquer_Remastered_Collection/?snr=1_7_7_240_150_2,"Strategy, RTS, Base Building"
113,Beneath Oresa,Win,0,441.0,441,79,Mostly Positive,"27 Sep, 2023",1,"20,99€",100.0,1,0,Roguelike Deckbuilder,https://store.steampowered.com/app/1803400/Beneath_Oresa/?snr=1_7_7_240_150_2,"Roguelike Deckbuilder, Deckbuilding, Card Game"
114,Call to Arms,Win,0,14451.0,14451,81,Very Positive,"27 Apr, 2018",1980,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/302670/Call_to_Arms/?snr=1_7_7_240_150_2,"Strategy, Military, Action"
115,InfraSpace,"Win, Mac",1,1031.0,1031,85,Very Positive,"22 Sep, 2023",6,"19,99€",100.0,1,0,City Builder,https://store.steampowered.com/app/1511460/InfraSpace/?snr=1_7_7_240_150_2,"City Builder, Automation, Transportation"
116,UNO,Win,0,35678.0,35678,73,Mostly Positive,"3 Jan, 2017",2459,"9,99€",0.0,0,"9,99€",Card Game,https://store.steampowered.com/app/470220/UNO/?snr=1_7_7_240_150_2,"Card Game, Multiplayer, Tabletop"
